0,0,180,520,1210,240,4590,100,2370,5880,3870
210,240,150,620,2570,210,400,350,1810,190,5020
200,0,180,1090,690,630,770,90,450,40,8920
0,0,690,460,2040,660,9670,320,900,0,9630
0,10,0,540,1610,60,1020,180,0,4160,11300
0,180,60,820,2790,160,340,390,1290,1040,11900
0,170,1050,810,2110,100,620,130,210,1060,11900
0,0,0,1760,1130,0,2580,0,0,0,12610
5390,380,1000,260,2450,2100,6080,200,1710,5290,13230
1290,50,1410,890,3000,290,1370,90,120,590,13390
1340,190,0,1080,1200,410,10680,660,7440,0,13390
2620,210,100,530,770,30,2040,490,0,3410,13390
1810,0,690,1380,980,1400,2800,200,60,240,14870
0,0,36760,990,890,140,490,170,160,0,16360
9230,0,180,2030,740,190,6390,320,2250,0,16360
0,0,0,1240,1410,140,7810,700,2680,4650,16510
0,570,370,1940,2120,30,2160,60,0,690,17040
590,0,580,1990,2010,890,9950,90,320,7870,17850
0,0,0,370,1180,50,6000,310,0,0,17850
0,170,10,430,1400,930,10250,1070,4350,1490,18590
12170,0,0,800,1530,2660,6310,110,8800,0,19700
640,70,1350,840,1370,950,2940,200,780,4090,22260
1570,990,70,1310,1910,110,6580,300,1230,30,23080
1400,60,220,920,1110,60,140,100,1300,10710,23800
620,1020,850,950,1870,570,5650,220,960,0,25290
0,420,150,2620,1290,1320,210,90,2550,760,25370
200,900,510,900,2270,460,9560,480,2710,150,25580
120,0,13130,590,1570,150,12480,150,7440,3800,29870
310,0,13940,510,1670,0,3670,110,2450,4310,30340
3770,50,1660,740,1170,2140,7190,140,39550,4760,30670
2910,0,2720,870,1270,2460,6480,160,1320,3900,34070
0,210,1070,1030,2050,420,2500,170,8750,12570,34560
0,860,210,880,2990,180,9320,350,740,10800,36290
910,0,0,590,1480,780,3240,360,1000,5350,38670
0,350,130,700,2590,240,1160,320,4460,7880,38670
0,2420,0,1020,1430,1020,18630,100,11300,0,41020
530,0,5920,790,2030,530,4850,150,1580,5090,41160
450,190,0,990,1270,0,1330,310,1100,4610,44620
10,990,0,470,1730,80,2290,270,10140,8250,46180
0,13280,280,2760,7770,170,7500,310,510,0,72060
450,340,5650,500,620,70,2810,320,3770,4740,76710
3060,610,8180,760,2860,4320,7950,570,1240,7310,77830
0,210,53300,870,1930,0,8450,310,3670,0,91350
0,260,2680,1920,950,50,2480,140,4180,700,1.6416e+05
8630,0,10780,1230,1090,0,4860,430,7350,2010,1.8978e+05
1190,80,0,300,1640,1010,160,240,0,2770,1080
0,80,0,420,1300,880,0,60,0,0,4160
10,1740,210,1060,2030,40,3530,620,1300,0,5270
500,1000,140,1640,1720,1390,570,50,1250,0,6030
0,250,10,770,1970,160,300,0,140,2380,6350
0,240,0,810,1090,870,250,90,60,3080,6350
0,0,0,640,840,0,4010,50,0,2380,6810
0,30,160,1020,2150,350,2250,200,550,7260,6840
500,30,430,660,850,1630,430,250,850,0,7030
130,0,740,330,980,30,1450,120,560,1700,7090
320,0,780,810,1910,10,1440,40,0,2410,7210
0,0,0,970,830,10,600,20,20,4460,7290
0,0,3390,740,1830,2540,150,110,960,3300,7320
590,0,0,1330,840,40,630,140,0,3570,7370
330,90,0,1190,790,580,1590,0,430,9200,7400
0,250,460,750,930,670,470,330,610,0,7550
310,30,90,240,1310,920,2470,40,20,5130,7610
640,30,500,230,890,20,1230,170,730,590,7870
0,50,30,1050,770,330,350,120,200,4760,7880
10,100,1490,610,860,970,2460,270,820,4460,8110
330,0,0,1460,1230,1790,660,50,0,2070,8110
1200,120,570,350,920,150,490,130,780,2680,8110
10,0,320,460,1480,880,250,270,120,4700,8250
0,0,0,600,2950,4420,1940,70,990,410,8330
0,340,5300,900,1710,1570,1230,280,430,3870,8330
0,180,0,390,700,0,1670,10,1750,3490,8360
0,0,0,1000,430,600,270,60,60,1720,8370
0,110,1440,1210,1610,850,1350,240,540,2480,8430
0,0,170,650,1760,1250,880,150,0,2140,8440
0,0,0,340,760,650,0,140,800,2440,8440
0,140,0,660,910,550,940,150,310,2970,8440
0,600,0,510,1350,110,560,130,1090,0,8440
0,0,10,740,1880,610,1760,160,330,1840,8440
210,0,60,1600,580,3820,2240,310,220,2700,8610
0,50,230,890,1300,840,2720,180,2130,4160,8610
0,20,130,1390,1770,5120,2580,250,1760,8280,8610
120,0,40,920,1590,530,230,30,440,0,8610
0,1070,0,190,1640,590,950,40,120,2380,8610
60,230,300,920,1200,800,1250,50,70,3640,8740
0,30,10,580,1620,770,470,320,620,3270,8760
10,130,820,2850,1570,720,1150,320,290,4070,8760
0,100,1080,340,1100,180,2330,270,790,0,9000
90,0,0,630,1050,800,390,110,780,3640,9000
0,290,10,830,990,1520,2210,180,490,4910,9040
470,0,90,1450,550,330,3390,220,1580,3920,9160
0,80,0,610,1220,0,640,240,680,3570,9220
740,1500,320,850,1610,420,9420,260,480,0,9440
510,10,90,500,2600,1170,3910,400,3010,4190,9450
0,640,1190,970,920,120,700,100,590,1720,9570
170,40,1790,1120,1190,3450,1550,270,1230,100,9570
0,0,60,540,1070,110,420,130,0,2890,9700
1950,140,380,2010,2330,190,1430,180,730,5310,9730
1570,0,3120,790,1900,570,520,320,450,2690,9740
790,250,50,720,1200,710,1060,130,470,0,9750
0,190,30700,390,1130,560,610,120,1590,2970,9780
0,460,0,710,250,660,2160,90,0,2680,9830
0,0,0,520,1360,180,780,0,950,0,9860
1330,0,2920,770,1540,440,2470,20,3270,2580,9930
3330,0,620,1120,1880,890,800,360,0,40,10050
0,0,1490,1620,910,90,340,130,0,0,10160
2260,80,2020,200,1670,2110,2030,100,2500,3760,10190
0,70,0,1130,1690,20,3430,70,0,1490,10200
0,0,0,730,910,170,1310,190,800,3830,10240
1230,0,0,1550,1730,1040,2410,260,490,590,10250
1430,0,0,780,1580,360,570,90,500,4460,10270
4160,90,20,1130,2350,6630,11250,90,5120,0,10390
0,90,0,860,550,210,1920,50,80,2080,10410
0,130,1190,450,2660,320,290,230,2420,0,10410
0,0,30,970,950,1180,220,20,2200,0,10500
240,40,2910,270,1130,820,1210,30,1930,4080,10550
5390,0,300,550,2000,1130,1310,120,0,530,10570
